,kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.channelTitle,snippet.playlistId,snippet.position,snippet.resourceId.kind,snippet.resourceId.videoId,snippet.videoOwnerChannelTitle,snippet.videoOwnerChannelId,publish_date,viewcount_tatiwestbrook
31,youtube#playlistItem,TNtqcqD4wt9psOdGP-Rm6iChioM,VVU0cWs5VHRHaEJLQ2tvV3o1cUdKY0dnLlBqRUlIOEptQmhV,2023-06-01T12:00:15Z,UC4qk9TtGhBKCkoWz5qGJcGg,WHICH WORE BEST ... 3-Day Wear Test!,"I did my makeup the same for 3 days in a row to test 3 different viral primers.   💕 xo's Tati    😇  BEST HAIR & SKIN EVER! 🥝  https://www.HaloBeauty.com   ▸ VIDEOS MENTIONED: DRUGSTORE MAKEUP ... Better than Luxury! https://youtu.be/877sfQtKYk4    ▸ PRODUCTS MENTIONED:  Beauty Blender BOOST™ Firming & Smoothing Peptide Primer Peter Thomas Roth Instant FIRMx No-Filter Primer  RMS Beauty ReEvolve Radiance Locking Primer    ▸ MAKEUP WORN:  Revlon Colorstay Longwear Foundation // 300 NYX Can’t Stop Won’t Stop Concealer // Vanilla  Laura Mercier Secret Brightening Powder // 1 Laura Mercier Ultra Blur Loose Powder // Translucent  Sigma Matte Bronzer // Light  Physicians Formula Mineral Glow Pearls // Light Bronze Pearl  Scott Barnes Blush Palette  Ardell Brow Glue Lamination Lift  Rare Beauty Brow Powder // Brown  MAC Connect In Color Palette // Unfiltered Nudes  Lancome Ultra Precise Waterproof Liner // Matte Syrup Brown  Neutrogena Hydro Boost Mascara  RMS Beauty Go Nude Lip Pencil // Morning Dew  Lune & Aster Lipstick // Giving Back  Beauty Blender 4 in 1 Firming Peptide Setting Spray    ▸ LET’S CONNECT Instagram:  glamlifeguru TikTok:  TatiWestbrook Snapchat:  TatiWestbrook Twitter:  glamlifeguru  Email:  Tati@GlamLifeGuru.com    FTC DISCLAIMER:  This video is Not Sponsored and there are no affiliate links.   ▸﻿ New PR Mailing Address TATI, Inc. 2300 W. 7th St Suite 108, Box 211 Fort Worth, TX  76107   All Rights Reserved © 2023, Tati Westbrook         Hi I'm Tati Westbrook, thank you for watching, please be sure to check out my collection of makeup review videos where you'll find my best beauty tips, tricks and favorites on everything from top luxury cosmetics to my favorite drugstore makeup. Whether you're looking for a new product review, tutorial, beauty tip, haul or perhaps even a giveaway, I hope you enjoy watching.",Tati,UU4qk9TtGhBKCkoWz5qGJcGg,30,youtube#video,PjEIH8JmBhU,Tati,UC4qk9TtGhBKCkoWz5qGJcGg,2023-06-01,199900
32,youtube#playlistItem,XVIgHE_Rhjo071hkpQFfFMeLziY,VVU0cWs5VHRHaEJLQ2tvV3o1cUdKY0dnLlRCU3luZjJwMHhF,2023-05-29T05:00:10Z,UC4qk9TtGhBKCkoWz5qGJcGg,Drugstore Skincare that WOWS Me ... Save Your Money!!!,"Great Skincare products can absolutely be found on a budget, these products I swear by, hope you enjoy!  💕 xo's Tati    😇  BEST HAIR & SKIN EVER! 🥝  .https://www.HaloBeauty.com   ▸ V I D E O S  M E N T I O N E D  SOFTEST FEET EVER | Tip Tuesday #42 https://youtu.be/UrJ2RO4v7_I  SKINCARE UPDATE | Drugstore Retinols https://youtu.be/BOWp60baJaY   ▸ P R O D U C T S  M E N T I O N E D  Odacité Blue Aura Cleansing Water https://amzn.to/3WFJlnj Paula’s Choice Mini Skin Perfecting 2% BHA Liquid Exfoliant https://amzn.to/3MCsqNP Naturium BHA Liquid Exfoliant 2% https://amzn.to/45yOLVi Naturium Multi-Peptide Moisturizer https://amzn.to/43cU0IB Naturium Bio-Lipid Restoring Body Lotion https://amzn.to/3MBN1C1 Pacifica GLOW BABY Super Lit Enzyme Scrub https://amzn.to/3oApYj4 Pacifica GLOW BABY Super Lit SPF Lotion https://amzn.to/3N2WuUv The Ordinary AHA 30% + BHA 2% Exfoliating Peeling Solution https://amzn.to/3oxYbjf Neutrogena Rapid Wrinkle Repair Retinol Pro+ Night Moisturizer https://amzn.to/3MD3BBq Heritage Store Castor Oil https://amzn.to/3MBNoMV Rael Beauty Miracle Clear Pore Purifying Clay Mask https://amzn.to/3ILs3zD Pacifica Brow Reusable Masks https://amzn.to/3ON5ez9 Pacifica Undereye Reusable Masks https://amzn.to/3q9SGaJ Rael Beauty Overnight Spot Cover https://amzn.to/43bYTBQ Rael Beauty Spot Control Cover https://amzn.to/43u3dff The Créme Shop x Hello Kitty Pink Water Crème https://amzn.to/3C1ORqW   ▸ LET’S CONNECT Instagram:  glamlifeguru TikTok:  TatiWestbrook Snapchat:  TatiWestbrook Twitter:  glamlifeguru  Email:  Tati@GlamLifeGuru.com    FTC DISCLAIMER:  This video is Not Sponsored and there are some affiliate links.   ▸﻿ New PR Mailing Address TATI, Inc. 2300 W. 7th St Suite 108, Box 211 Fort Worth, TX  76107   All Rights Reserved © 2023, Tati Westbrook         Hi I'm Tati Westbrook, thank you for watching, please be sure to check out my collection of makeup review videos where you'll find my best beauty tips, tricks and favorites on everything from top luxury cosmetics to my favorite drugstore makeup. Whether you're looking for a new product review, tutorial, beauty tip, haul or perhaps even a giveaway, I hope you enjoy watching.",Tati,UU4qk9TtGhBKCkoWz5qGJcGg,31,youtube#video,TBSynf2p0xE,Tati,UC4qk9TtGhBKCkoWz5qGJcGg,2023-05-29,239426
33,youtube#playlistItem,RpUZDOJTrs3wy_qdqQeiulR1xlA,VVU0cWs5VHRHaEJLQ2tvV3o1cUdKY0dnLjNLMDR6UndNVk5j,2023-05-25T17:00:45Z,UC4qk9TtGhBKCkoWz5qGJcGg,Top 12 New Products at ULTA BEAUTY | Makeup and Skincare,"I'm loving these new releases at Ulta Beauty!  Let me know in the comments about your new loves! 💕 xo's Tati    😇  BEST HAIR & SKIN EVER! 🥝  https://www.HaloBeauty.com   ▸ V I D E O S  M E N T I O N E D  DRUGSTORE MAKEUP ... Better than Luxury! https://youtu.be/877sfQtKYk4   ▸ P R O D U C T S  U S E D Tarte Blush Tape Liquid Blush  Tarte Glow Tape Highlighter Tarte Sculpt Tape Contour It Cosmetics Bye Bye Dark Spots Concealer + Serum  Stila Heaven’s Dew Gel Lip Oil $24 // Galaxy, Super Nova Buxom Summer Babe Plumping Lip Oil  Buxom Summer Babe Highlighter Glow Stick Lancome Idole Ultra-Precise Felt Tip Waterproof Liquid Eyeliner // Matte Syrup Brown True Botanicals Renew Pure Radiance Oil M.A.C. Connect In Colour Eye Shadow Palette Unfiltered Nudes  Osea Anti-Aging Body Balm Neutrogena® Hydro Boost Plumping Waterproof Mascara   ▸ LET’S CONNECT Instagram:  glamlifeguru TikTok:  TatiWestbrook Snapchat:  TatiWestbrook Twitter:  glamlifeguru  Email:  Tati@GlamLifeGuru.com    FTC DISCLAIMER:  This video is Not Sponsored and there are no affiliate links.   ▸﻿ New PR Mailing Address TATI, Inc. 2300 W. 7th St Suite 108, Box 211 Fort Worth, TX  76107   All Rights Reserved © 2023, Tati Westbrook         Hi I'm Tati Westbrook, thank you for watching, please be sure to check out my collection of makeup review videos where you'll find my best beauty tips, tricks and favorites on everything from top luxury cosmetics to my favorite drugstore makeup. Whether you're looking for a new product review, tutorial, beauty tip, haul or perhaps even a giveaway, I hope you enjoy watching.",Tati,UU4qk9TtGhBKCkoWz5qGJcGg,32,youtube#video,3K04zRwMVNc,Tati,UC4qk9TtGhBKCkoWz5qGJcGg,2023-05-25,224914
34,youtube#playlistItem,BHipVfNv-VDoV25xoYm4Dqy0fMI,VVU0cWs5VHRHaEJLQ2tvV3o1cUdKY0dnLjg3N3NmUXRLWWs0,2023-05-22T17:00:04Z,UC4qk9TtGhBKCkoWz5qGJcGg,DRUGSTORE MAKEUP ... Better than Luxury!,"I hope you guys enjoy todays video!  I created a shoppable link for most of the products mentioned here ... https://amzn.to/3MNTyut 💕 xo's Tati    😇  BEST HAIR & SKIN EVER! 🥝  https://www.HaloBeauty.com   ▸ V I D E O S   M E N T I O N E D NOTHING OVER $5 ... New Drugstore Makeup!! https://www.youtube.com/watch?v=8oUaFCtLOY8   ▸ P R O D U C T S  M E N T I O N E D  NYX Can't Stop Won't Stop Concealer  https://amzn.to/430yVBc Palladio Rice Primer  https://amzn.to/3MSelNP Pacifica Sun Dreams Bronzer https://amzn.to/3Mttfsr Wet N Wild Bare Focus Tinted Hydrator Tinted Skin Veil  https://amzn.to/3IBJMct Relove By Revolution Baby Gloss / Sweet, Sugar  Seche Vite Instant Gel Effect Top Coat https://amzn.to/3Ms8Q6X Olive & June Nail Polish / Potpourri  Physicians Formula Powder Palette Mineral Glow Pearls / Light Bronze Pearl  https://amzn.to/41XpLnz Pacifica Cocoa Nudes Eyeshadow Palette https://amzn.to/3onAXMv Maybelline The Falsies Surreal Mascara  Neutrogena Hydro Boost Plumping Mascara  https://amzn.to/43nyqB1 Maybelline TattooStudio Gel Pencil Eyeliner / Bronze Glitz, Rose Quartz  https://amzn.to/42551KC Ardell Brow Glue    ▸ LET’S CONNECT Instagram:  glamlifeguru TikTok:  TatiWestbrook Snapchat:  TatiWestbrook Twitter:  glamlifeguru  Email:  Tati@GlamLifeGuru.com    FTC DISCLAIMER:  This video is Not Sponsored and there are some affiliate links.   ▸﻿ New PR Mailing Address TATI, Inc. 2300 W. 7th St Suite 108, Box 211 Fort Worth, TX  76107   All Rights Reserved © 2023, Tati Westbrook         Hi I'm Tati Westbrook, thank you for watching, please be sure to check out my collection of makeup review videos where you'll find my best beauty tips, tricks and favorites on everything from top luxury cosmetics to my favorite drugstore makeup. Whether you're looking for a new product review, tutorial, beauty tip, haul or perhaps even a giveaway, I hope you enjoy watching.",Tati,UU4qk9TtGhBKCkoWz5qGJcGg,33,youtube#video,877sfQtKYk4,Tati,UC4qk9TtGhBKCkoWz5qGJcGg,2023-05-22,338821
35,youtube#playlistItem,hHrnReERhUxR391Z5FhekrMLxSk,VVU0cWs5VHRHaEJLQ2tvV3o1cUdKY0dnLnVQYmg3RzZ3bk1J,2023-05-18T17:00:28Z,UC4qk9TtGhBKCkoWz5qGJcGg,Only $6 ... BEST Drugstore Eyeshadow Palettes!!!,"Today I'm reviewing the Catrice $6 Eyeshadow Palettes https://amzn.to/3MHdHCz  Let me know in the comments what you'd like me to review next! 💕 xo's Tati    😇  BEST HAIR & SKIN EVER! 🥝  HaloBeauty.com   ▸ V I D E O S   M E N T I O N E D BEST and WORST - Eyeshadow Palettes *Ranked* https://www.youtube.com/watch?v=--MGQMPuyXk&  $11 DRUGSTORE FOUNDATION REVIEW ... I'm shocked! https://www.youtube.com/watch?v=dRjiM9R7lXk   ▸ P R O D U C T S  M E N T I O N E D  Catrice $6 Eyeshadow Palettes https://amzn.to/3MHdHCz Danessa Myricks Linework Paintbrush Waterproof Fluid Eyeliner $18 Maybelline The Falsies Surreal Mascara $12.99 Ardell Naked Lash No. 424 $4.99   ▸ LET’S CONNECT Instagram:  glamlifeguru TikTok:  TatiWestbrook Snapchat:  TatiWestbrook Twitter:  glamlifeguru  Email:  Tati@GlamLifeGuru.com    FTC DISCLAIMER:  This video is Not Sponsored and there is one affiliate link.   ▸﻿ New PR Mailing Address TATI, Inc. 2300 W. 7th St Suite 108, Box 211 Fort Worth, TX  76107   All Rights Reserved © 2023, Tati Westbrook         Hi I'm Tati Westbrook, thank you for watching, please be sure to check out my collection of makeup review videos where you'll find my best beauty tips, tricks and favorites on everything from top luxury cosmetics to my favorite drugstore makeup. Whether you're looking for a new product review, tutorial, beauty tip, haul or perhaps even a giveaway, I hope you enjoy watching.",Tati,UU4qk9TtGhBKCkoWz5qGJcGg,34,youtube#video,uPbh7G6wnMI,Tati,UC4qk9TtGhBKCkoWz5qGJcGg,2023-05-18,208628
36,youtube#playlistItem,BZZuE5sARILwqNYRJGZ5GgMGUVg,VVU0cWs5VHRHaEJLQ2tvV3o1cUdKY0dnLjdFNzMzVnZaM1gw,2023-05-15T16:45:00Z,UC4qk9TtGhBKCkoWz5qGJcGg,ALL HOT NEW MAKEUP at Sephora,"Here are my Top 10 from All of the New Makeup Launches at Sephora! 💕 xo's Tati    😇  BEST HAIR & SKIN EVER! 🥝  HaloBeauty.com   ▸ V I D E O S  M E N T I O N E D  NEW DRUGSTORE MAKEUP ... I'm Speechless https://youtu.be/ab6dp0J0B9s   SEPHORA Brand vs ULTA Collection ... Which in-store Brand Performs Better? https://youtu.be/x6_9cljcHwk    ▸ P R O D U C T S  U S E D Huda Beauty Lip Blush Cream Lip & Cheek Stain $25 Briogeo Destined For Density™ Peptide Shampoo for Thicker, Fuller Hair $32 Sol De Janero Rio Radiance Body Cream (Mini) $22 Charlotte Tilbury Airbrush Matte Bronzer $58 // Shade 2 Beauty Blender BOOST™ 4-in-1 Firming Peptide 18-hour Setting Spray $33 Laura Mercier Ultra-Blur Talc-Free Translucent Loose Setting Powder $48 Kosas DreamBeam Silicone-Free Mineral Sunscreen $40 Sephora Collection Sephora Destinations™ Eye Palette $15 // Island Hopping Urban Decay 24/7 Inks Vegan Liquid Eyeliner Pen $26 Danessa Myricks Linework Paintbrush Waterproof Fluid Eyeliner $18   ▸ LET’S CONNECT Instagram:  glamlifeguru TikTok:  TatiWestbrook Snapchat:  TatiWestbrook Twitter:  glamlifeguru  Email:  Tati@GlamLifeGuru.com    FTC DISCLAIMER:  This video is Not Sponsored and there are no affiliate links.   ▸﻿ New PR Mailing Address TATI, Inc. 2300 W. 7th St Suite 108, Box 211 Fort Worth, TX  76107   All Rights Reserved © 2023, Tati Westbrook         Hi I'm Tati Westbrook, thank you for watching, please be sure to check out my collection of makeup review videos where you'll find my best beauty tips, tricks and favorites on everything from top luxury cosmetics to my favorite drugstore makeup. Whether you're looking for a new product review, tutorial, beauty tip, haul or perhaps even a giveaway, I hope you enjoy watching.",Tati,UU4qk9TtGhBKCkoWz5qGJcGg,35,youtube#video,7E733VvZ3X0,Tati,UC4qk9TtGhBKCkoWz5qGJcGg,2023-05-15,206254
37,youtube#playlistItem,5pD7SybgT38RxS3zUEWZmDrFEvw,VVU0cWs5VHRHaEJLQ2tvV3o1cUdKY0dnLmFiNmRwMEowQjlz,2023-05-11T17:00:00Z,UC4qk9TtGhBKCkoWz5qGJcGg,NEW DRUGSTORE MAKEUP ... I'm Speechless,"I'm Finally Back to two videos per week, I hope you guys enjoy todays video on tons of New Drugstore Makeup that left me speechless! 💕 xo's Tati   ▸ V I D E O S  M E N T I O N E D  WORST MONTH EVER ... GRWM https://youtu.be/01GSzBfEE5Q    😇  BEST HAIR & SKIN EVER! 🥝  HaloBeauty.com   ▸ P R O D U C T S  U S E D Hard Candy Glow Serum Primer $9 Indeed Labs Nanoblur Instant Skin Blurring Cream $19.99 Revlon Illuminance Skin-Caring Foundation $17.99 // 209 Revolution Beauty IRL Filter Finish Concealer $7 // C5 Sigma Cream Blush $30 // Pashima Revlon ColorStay Blot Setting Powder $10.69 Kokie Retractable Kohl Lip Liner $7 // Natural Physicians Formula Mineral Wear Diamond Last Lip Cream $9.49 // Majestic Mauve, Topaz Taupe, Rose Quartz L’Oreal Infallible Up to 24H Fresh Wear Soft Matte Bronzer $15.99 Physicians Formula Mineral Wear Diamond Gloss $9.49 Kokie Micro-Fine Eyebrow Pencil $8 // Chocolate Brown Hard Candy Eye Def Liquid Eyeshadow $8 // Crystal Maybelline the Falsies Surreal Mascara $12.99 Revlon Comfort + Control Lash Curler $13.99 Revlon Colorstay Lock Setting Mist $13.99 Mooncat Not Today Satan $15 Ardell 424 Lashes    ▸ LET’S CONNECT Instagram:  glamlifeguru TikTok:  TatiWestbrook Snapchat:  TatiWestbrook Twitter:  glamlifeguru  Email:  Tati@GlamLifeGuru.com    FTC DISCLAIMER:  This video is Not Sponsored and there are no affiliate links.   ▸﻿ New PR Mailing Address TATI, Inc. 2300 W. 7th St Suite 108, Box 211 Fort Worth, TX  76107   All Rights Reserved © 2023, Tati Westbrook         Hi I'm Tati Westbrook, thank you for watching, please be sure to check out my collection of makeup review videos where you'll find my best beauty tips, tricks and favorites on everything from top luxury cosmetics to my favorite drugstore makeup. Whether you're looking for a new product review, tutorial, beauty tip, haul or perhaps even a giveaway, I hope you enjoy watching.",Tati,UU4qk9TtGhBKCkoWz5qGJcGg,36,youtube#video,ab6dp0J0B9s,Tati,UC4qk9TtGhBKCkoWz5qGJcGg,2023-05-11,323253
38,youtube#playlistItem,Dsk0IcbDy1gpswETq7KgjfrB9W8,VVU0cWs5VHRHaEJLQ2tvV3o1cUdKY0dnLjAxR1N6QmZFRTVR,2023-05-08T17:00:00Z,UC4qk9TtGhBKCkoWz5qGJcGg,WORST MONTH EVER ... GRWM,"New Feature!!! ... to see the makeup used, just click the ""View Products"" button in lower left corner of the video.  Please vote in the comments and let me know if you prefer two longer videos on Mon and Thurs, or if you would prefer three shorter videos on Mon, Weds and Fri. 💕 xo's Tati   🤩 ADD ME on TikTok ... TatiWestbrook  😇  BEST HAIR & SKIN EVER! 🥝  HaloBeauty.com  ▸ V I D E O S   M E N T I O N E D\ CONCERT PROOF MAKEUP TIPS ... Taylor Swift ERAS TOUR https://www.youtube.com/watch?v=SfFqV1mM8wk MAKEUP I wanted to LOVE ... Last Chance 💔 https://www.youtube.com/watch?v=WLrXh1lXTSM HBO Documentary:  Not So Pretty (S1 E1 Makeup)    ▸ P R O D U C T S  M E N T I O N E D  Ciate London Watermelon Burst Hydrating Primer $28 MAC Studio Fix Mattifine 12hr Shine Control Primer $35 Charlotte Tilbury Beautiful Skin Foundation / 4 Warm $49 Joah Crystal Glow Tinted Luminizer Stick $15 Make Beauty Skin Mimetic Concealer / Fair $28 Lawless Skin-Smoothing Talc-Free Perfecting Powder $39 Westman Atelier Vital Pressed Skincare Blurring Talc-Free Setting Powder / Pink Bubble $75 Westman Atelier Beauty Butter Matte Powder Bronzer / Coupe De Soleil $75 Natasha Denona Love Face Eyeshadow & Cheek Essential Palette $62 Rimmel London Stay Matte Powder $5 Naturium Phyto-Glow Lip Balm / Petal $10 Kryolan 5315 Eye Shadow Palette 15 Colors $99.95 The Honey Pot Company Herbal Regular Pads $8.39 Grande Cosmetics GrandeBrow 2-in-1 Tinted Brow Gel + Serum $38 Pacifica Vegan Collagen Lash Serum Primer $14 Mooncat Nail Polish / Not Today Satan $15 MAC Lip Pencil / Whirl $22  Natasha Denona I Need A Rose Cream Lipstick / Peony $27 Mineral Fusion Hydro-Shine Lip Gloss / Paris $14.99 MAC Macstack Mascara Superstack $28 MAC Prep + Prime Fix+ $31  ▸ LET’S CONNECT Instagram:  glamlifeguru TikTok:   TatiWestbrook Snapchat:  TatiWestbrook Twitter:   glamlifeguru  Email:  Tati@GlamLifeGuru.com   ▸﻿ New PR Mailing Address TATI, Inc. 2300 W. 7th St Suite 108, Box 211 Fort Worth, TX  76107   All Rights Reserved © 2023, Tati Westbrook         Hi I'm Tati Westbrook, thank you for watching, please be sure to check out my collection of makeup review videos where you'll find my best beauty tips, tricks and favorites on everything from top luxury cosmetics to my favorite drugstore makeup. Whether you're looking for a new product review, tutorial, beauty tip, haul or perhaps even a giveaway, I hope you enjoy watching.",Tati,UU4qk9TtGhBKCkoWz5qGJcGg,37,youtube#video,01GSzBfEE5Q,Tati,UC4qk9TtGhBKCkoWz5qGJcGg,2023-05-08,204498
39,youtube#playlistItem,5MRv-1h1SOPwJjmL0kYQeQ423u8,VVU0cWs5VHRHaEJLQ2tvV3o1cUdKY0dnLkJINldudFhrNzZB,2023-05-01T17:00:05Z,UC4qk9TtGhBKCkoWz5qGJcGg,BEAUTY SECRETS ... You need to Know!,"I had so much fun answering your Beauty Questions for this video!  Please subscribe, like, and share and I'll see you in the comments! 💕 xo's Tati   😇  Buy HALO BEAUTY Here ... » » » https://halobeauty.com/collections/halobeauty/products/halo-beauty-anti-aging-booster   ▸ V I D E O S  M E N T I O N E D  EXTREME COVERAGE Foundation ... OMG!!! https://youtu.be/R2NjMsQXJvY  SOFT SEXY SKIN | My Secret Tip https://youtu.be/E5tY_erbTfE   ▸ LET’S CONNECT Instagram: @glamlifeguru http://instagram.com/glamlifeguru Snapchat: TatiWestbrook https://www.snapchat.com/add/tatiwestbrook Twitter: @glamlifeguru  http://twitter.com/#!/glamlifeguru Email: Tati@GlamLifeGuru.com    FTC DISCLAIMER:  This video is Not Sponsored and there are no affiliate links.   ▸﻿ New PR Mailing Address TATI, Inc. 2300 W. 7th St Suite 108, Box 211 Fort Worth, TX  76107   All Rights Reserved © 2023, Tati Westbrook         Hi I'm Tati Westbrook, thank you for watching, please be sure to check out my collection of makeup review videos where you'll find my best beauty tips, tricks and favorites on everything from top luxury cosmetics to my favorite drugstore makeup. Whether you're looking for a new product review, tutorial, beauty tip, haul or perhaps even a giveaway, I hope you enjoy watching.",Tati,UU4qk9TtGhBKCkoWz5qGJcGg,38,youtube#video,BH6WntXk76A,Tati,UC4qk9TtGhBKCkoWz5qGJcGg,2023-05-01,202798
40,youtube#playlistItem,gYXF-BzQ2ktzfKUz3WQ2DBLLKY8,VVU0cWs5VHRHaEJLQ2tvV3o1cUdKY0dnLldMclhoMWxYVFNN,2023-04-24T17:00:15Z,UC4qk9TtGhBKCkoWz5qGJcGg,MAKEUP I wanted to LOVE  ... Last Chance 💔,"Most of this Makeup just feels MEH ... thought I'd give it just one more chance.  💕 xo's Tati   😇  BEST HAIR & SKIN EVER! 🥝  » » » https://HaloBeauty.com  SHOP MY AMAZON STORE ▸▸▸  https://www.amazon.com/Shop/Tati   ▸ V I D E O S  M E N T I O N E D  Sephora Brand vs Ulta Collection https://youtu.be/x6_9cljcHwk   Luxury Makeup FAILS … Save your Cash!! https://youtu.be/MdYdvN-_Zy4   LUXURY MAKEUP ... You Need to Know About! https://youtu.be/D1Kl1HtAFK4   Makeup on a Budget ... (Nothing over $10)  https://youtu.be/I4e1YalDryo    ▸ P R O D U C T S  U S E D e.l.f. C-Bright Putty Primer $12 JOAH Crystal Glow Tinted Luminizer $15.91 // Vanilla Rodial Glass Primer $39 Sephora Best Skin Ever Liquid Foundation $20 Rose Inc SoftLight Luminous Hydrating Concealer $30 Chanel N°1 De Chanel Lip and Cheek Balm $45 // Red Camilla Danessa Myricks Yummy Skin Blurring Balm Powder $25 // Golden Hour La Mer The Soft Moisture Powder Foundation Compact $140 Laura Mercier RoseGlow Highlighting Powder $36 Lottie London Mega Brow Brow Shaping Wax $10.95 Tarte maneater™ after dark eyeshadow palette $52 e.l.f. Lash Beats Defining & Lengthening Mascara $6 Laura Mercier Translucent Loose Setting Powder - Light Catcher $43 // Honey Star Refy Cream Bronzer $26 M.A.C. Glow Play Lip Balm $22 // Sweet Treat L’Oreal Lip Balm-in-Gloss Pomegranate Extract $9.99 Sorme’ Treatment Cosmetics Truline Lipliner $11.87 // MPL02 Wine Buxom Power Line Plumping Lip Liner $21 Urban Decay Brow Blade Waterproof Eyebrow Pencil & Ink Stain $28 // Neutral Nana O.P.I. Nature Strong: Raisin Your Voice $11.50   ▸ LET’S CONNECT Instagram: @glamlifeguru http://instagram.com/glamlifeguru Snapchat: TatiWestbrook https://www.snapchat.com/add/tatiwestbrook Twitter: @glamlifeguru  http://twitter.com/#!/glamlifeguru Email: Tati@GlamLifeGuru.com    FTC DISCLAIMER:  This video is Not Sponsored and there are no affiliate links.   ▸﻿ New PR Mailing Address TATI, Inc. 2300 W. 7th St Suite 108, Box 211 Fort Worth, TX  76107   All Rights Reserved © 2023, Tati Westbrook         Hi I'm Tati Westbrook, thank you for watching, please be sure to check out my collection of makeup review videos where you'll find my best beauty tips, tricks and favorites on everything from top luxury cosmetics to my favorite drugstore makeup. Whether you're looking for a new product review, tutorial, beauty tip, haul or perhaps even a giveaway, I hope you enjoy watching.",Tati,UU4qk9TtGhBKCkoWz5qGJcGg,39,youtube#video,WLrXh1lXTSM,Tati,UC4qk9TtGhBKCkoWz5qGJcGg,2023-04-24,243221
