,kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.channelTitle,snippet.playlistId,snippet.position,snippet.resourceId.kind,snippet.resourceId.videoId,snippet.videoOwnerChannelTitle,snippet.videoOwnerChannelId,publish_date,viewcount_loganpaul
67,youtube#playlistItem,kU010-h5YJLCQJO78Fk07hwQHig,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLkM4NW5EZ3MxOHRv,2020-04-27T18:05:21Z,UCG8rbF3g2AMX70yOd8vqIZg,The Day I Almost Died,"Maverick Clothing. May 22nd ► https://maverickclothing.com One of the most excruciating experiences of my life. SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (Buying Assistant A Jeep) ► https://youtu.be/GKJDLelo17o  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  Watch our IMPAULSIVE Podcast ► https://www.youtube.com/impaulsive OR IMPAULSIVE CLIPS ► https://www.youtube.com/impaulsiveclips  I’m a 25 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs  ⚠ WARNING ⚠ Please be warned; under no circumstances should any activities, stunts, challenges, or pranks in our content be replicated or attempted in any capacity by any of our viewers. All activities, stunts, challenges, and pranks are performed by trained professionals in a controlled environment and are for entertainment purposes only. Again, do not replicate anything you see in our content at home!",Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,66,youtube#video,C85nDgs18to,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-04-27,9797663
68,youtube#playlistItem,GGyHMbvJTEV8z0yThxgyEGryod4,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLkdLSkRMZWxvMTdv,2020-04-24T18:18:38Z,UCG8rbF3g2AMX70yOd8vqIZg,SURPRISING ASSISTANT WITH HER DREAM VEHICLE!,May 22nd. Save the date. ► https://maverickclothing.com Thanks for everything Dani :) SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (My First Time) ► https://youtu.be/T3hzU2dsb08  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  Watch our IMPAULSIVE Podcast ► https://www.youtube.com/impaulsive OR IMPAULSIVE CLIPS ► https://www.youtube.com/impaulsiveclips  I’m a 25 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,67,youtube#video,GKJDLelo17o,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-04-24,14644677
69,youtube#playlistItem,2SFkw3hslHcIOLxnwzrX88mf-H0,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLlQzaHpVMmRzYjA4,2020-04-22T20:13:16Z,UCG8rbF3g2AMX70yOd8vqIZg,MY FIRST TIME!,"Sorry mom SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (She Dumped Him) ► https://youtu.be/6J1Pe-pPwgI  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  Watch our IMPAULSIVE Podcast ► https://www.youtube.com/impaulsive OR IMPAULSIVE CLIPS ► https://www.youtube.com/impaulsiveclips  I’m a 25 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs  ⚠ WARNING ⚠ Please be warned; under no circumstances should any activities, stunts, or pranks in our content be replicated or attempted in any capacity by any of our viewers. All activities, stunts, and pranks are performed by trained professionals in a controlled environment and are for entertainment purposes only. Again, do not replicate anything you see in our content at home!  All cannabis-related content is strictly for educational and entertainment purposes ONLY. Most importantly, we do not condone or encourage anyone to experiment with Cannabis without first consulting your physician and making absolutely sure you obey the applicable laws where you live.  0:00 Opening 0:45 Never Been High On Camera 1:55 Hot Box 1 2:50 High Montage 4:29 Hot Box 2",Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,68,youtube#video,T3hzU2dsb08,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-04-22,10747647
70,youtube#playlistItem,upmNLnG1dVF9ynIFO_-fYBTioGU,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLjZKMVBlLXBQd2dJ,2020-04-20T18:06:14Z,UCG8rbF3g2AMX70yOd8vqIZg,She Dumped Him.,It was the Alien’s fault. SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (Finally Moving Out) ► https://youtu.be/cL2LsW_m1-s  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  Watch our IMPAULSIVE Podcast ► https://www.youtube.com/impaulsive OR IMPAULSIVE CLIPS ► https://www.youtube.com/impaulsiveclips  I’m a 25 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,69,youtube#video,6J1Pe-pPwgI,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-04-20,11288078
71,youtube#playlistItem,IEoKpwVOBG4bTc_bxPR4ZsXS7mE,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLmNMMkxzV19tMS1z,2020-04-17T19:13:12Z,UCG8rbF3g2AMX70yOd8vqIZg,They’re Finally Moving Out.,The day has finally come. SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (Goodbye Mike) ► https://youtu.be/H-Z5XTAknec  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  Watch our IMPAULSIVE Podcast ► https://www.youtube.com/impaulsive OR IMPAULSIVE CLIPS ► https://www.youtube.com/impaulsiveclips  I’m a 25 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,70,youtube#video,cL2LsW_m1-s,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-04-17,10480463
72,youtube#playlistItem,H4g9E-OKB5n3HVOP2MssCIfAl84,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLkgtWjVYVEFrbmVj,2020-04-15T18:13:36Z,UCG8rbF3g2AMX70yOd8vqIZg,Saying Goodbye To Mike.,"Maverick Pandemic Gear ► https://maverickclothing.com After 5 years of friendship... SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (My New Bird!) ► https://youtu.be/oanB5UV4f6Q  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  Watch our IMPAULSIVE Podcast ► https://www.youtube.com/impaulsive OR IMPAULSIVE CLIPS ► https://www.youtube.com/impaulsiveclips  I’m a 25 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs  ⚠ WARNING ⚠ Please be warned; under no circumstances should any activities, stunts, or pranks in our content be replicated or attempted in any capacity by any of our viewers. All activities, stunts, and pranks are performed by trained professionals in a controlled environment and are for entertainment purposes only. Again, do not replicate anything you see in our content at home!  Also, and more importantly, during the Pandemic it is critical that we all do our part to maintain proper social distancing, respect the science and guidance of the appropriate experts, and do our part to dramatically slow the spread of this virus. We must all do our part.",Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,71,youtube#video,H-Z5XTAknec,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-04-15,10259512
73,youtube#playlistItem,uVI9EQYrfQqIum-iYB53ScrKN2I,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLm9hbkI1VVY0ZjZR,2020-04-13T18:20:00Z,UCG8rbF3g2AMX70yOd8vqIZg,My New Bird!,Maverick Pandemic Masks ► https://maverickclothing.com Y’all like him?!  SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (Cooked My Pet) ► https://youtu.be/w2Cy-3vKjug  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  Watch our IMPAULSIVE Podcast ► https://www.youtube.com/impaulsive OR IMPAULSIVE CLIPS ► https://www.youtube.com/impaulsiveclips  I’m a 25 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,72,youtube#video,oanB5UV4f6Q,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-04-13,9314659
74,youtube#playlistItem,PKqng33J3rhv2HNrEi0gMhtRezk,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLmZRdGh0b3oyRlFr,2020-04-08T18:27:31Z,UCG8rbF3g2AMX70yOd8vqIZg,I Had An Accident.,"My life really is upside down lol SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (I Hate Jake Paul) ► https://youtu.be/8HFgOK6eZW4  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  Watch our IMPAULSIVE Podcast ► https://www.youtube.com/impaulsive OR IMPAULSIVE CLIPS ► https://www.youtube.com/impaulsiveclips  I’m a 25 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs   ⚠ WARNING ⚠ Please be warned; under no circumstances should any activities, stunts, or pranks in our content be replicated or attempted in any capacity by any of our viewers. All activities, stunts, and pranks are performed by trained professionals in a controlled environment and are for entertainment purposes only. Again, do not replicate anything you see in our content at home!",Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,73,youtube#video,fQthtoz2FQk,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-04-08,8093828
75,youtube#playlistItem,Q9Pu2h9kzE1fsBt-YY_mRr9WwtQ,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLjhIRmdPSzZlWlc0,2020-04-06T18:20:12Z,UCG8rbF3g2AMX70yOd8vqIZg,I Hate Jake Paul.,"Do it for the Tik Tok? SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (I Hate My Birthday) ► https://youtu.be/uxjSi07aXU4  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  Watch our IMPAULSIVE Podcast ► https://www.youtube.com/impaulsive OR IMPAULSIVE CLIPS ► https://www.youtube.com/impaulsiveclips  I’m a 25 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs  ⚠ WARNING ⚠ Please be warned; under no circumstances should any activities, stunts, or pranks in our content be replicated or attempted in any capacity by any of our viewers. All activities, stunts, and pranks are performed by trained professionals in a controlled environment and are for entertainment purposes only. Again, do not replicate anything you see in our content at home!",Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,74,youtube#video,8HFgOK6eZW4,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-04-06,9578434
76,youtube#playlistItem,4Nc4vPPwnm1QxllBR5_sCo2SimI,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLnV4alNpMDdhWFU0,2020-04-03T18:52:59Z,UCG8rbF3g2AMX70yOd8vqIZg,I Hate My Birthday.,IT’S A RECIPE FOR DISASTER SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (Lie Detector Test) ► https://youtu.be/1NPDIWLgCSc  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  Watch our IMPAULSIVE Podcast ► https://www.youtube.com/impaulsive OR IMPAULSIVE CLIPS ► https://www.youtube.com/impaulsiveclips  I’m a 25 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,75,youtube#video,uxjSi07aXU4,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-04-03,12025195
77,youtube#playlistItem,pW14mT4GKhU58yUhi10lASiGdGQ,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLjFOUERJV0xnQ1Nj,2020-04-01T19:13:18Z,UCG8rbF3g2AMX70yOd8vqIZg,Logan Paul Takes a Lie Detector Test,This one’s for Shane Dawson... SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (Punishing Jake Paul) ► https://youtu.be/hWfjRJsIVzo  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  BUY MY COUCH PLEASE: https://losangeles.craigslist.org/sfv/fuo/d/encino-mercedes-benz-sofa-unique/7101343887.html  Watch our IMPAULSIVE Podcast ► https://www.youtube.com/impaulsive OR IMPAULSIVE CLIPS ► https://www.youtube.com/impaulsiveclips  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,76,youtube#video,1NPDIWLgCSc,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-04-01,10131661
78,youtube#playlistItem,STJf5w2Mla6T6vms3tvk3bGrgHw,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLmhXZmpSSnNJVnpv,2020-03-30T17:57:13Z,UCG8rbF3g2AMX70yOd8vqIZg,Punishing Jake Paul...,Sorry bro  SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (I’m Single) ► https://youtu.be/btnwdN1sVys  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  Watch our IMPAULSIVE Podcast ► https://www.youtube.com/impaulsive OR IMPAULSIVE CLIPS ► https://www.youtube.com/impaulsiveclips  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,77,youtube#video,hWfjRJsIVzo,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-03-30,8406099
79,youtube#playlistItem,pMjxwE6R1R79JzNo1_fJZCnwv5c,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLmJ0bndkTjFzVnlz,2020-03-27T18:19:48Z,UCG8rbF3g2AMX70yOd8vqIZg,THEY’RE THE REASON I’M SINGLE!,Forever alone :( SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (Destroyed Priceless Art) ► https://youtu.be/8Ws1zc4EQ1s  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  Watch our IMPAULSIVE Podcast ► https://www.youtube.com/impaulsive OR IMPAULSIVE CLIPS ► https://www.youtube.com/impaulsiveclips  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,78,youtube#video,btnwdN1sVys,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-03-27,12188409
80,youtube#playlistItem,jowGAYtViV6pp5lDzFNtIxbYs3k,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLjhXczF6YzRFUTFz,2020-03-25T18:28:58Z,UCG8rbF3g2AMX70yOd8vqIZg,I Destroyed My Best Friend’s PRICELESS Art...,"Please don’t send me nudes. SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog ► https://youtu.be/YkEhqDyIFpk  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  Watch our IMPAULSIVE Podcast ► https://www.youtube.com/impaulsive OR IMPAULSIVE CLIPS ► https://www.youtube.com/impaulsiveclips  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs   ⚠ WARNING ⚠ Please be warned; under no circumstances should any activities, stunts, or pranks in our content be replicated or attempted in any capacity by any of our viewers. All activities, stunts, and pranks are performed by trained professionals in a controlled environment and are for entertainment purposes only. Again, do not replicate anything you see in our content at home!",Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,79,youtube#video,8Ws1zc4EQ1s,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-03-25,9633236
81,youtube#playlistItem,t8f-nrrEJT9CsOz4g5h5gl26FeE,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLllrRWhxRHlJRnBr,2020-03-23T18:06:02Z,UCG8rbF3g2AMX70yOd8vqIZg,We Have A Problem.,Send help immediately SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (Lana’s Moving In) ► https://youtu.be/IgQtd8u0UcQ  Watch our IMPAULSIVE Podcast ► https://www.youtube.com/impaulsive OR IMPAULSIVE CLIPS ► https://www.youtube.com/impaulsiveclips  Thanks to professional animator Vantoontv for making the Broley Blue Cartoon short video. Check out his channels here: YouTube: https://m.youtube.com/vantoontv Instagram: @VantoonTV  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,80,youtube#video,YkEhqDyIFpk,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-03-23,8986474
82,youtube#playlistItem,rs0dhYSigX7k6lTP-dSxsQmhbm4,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLklnUXRkOHUwVWNR,2020-03-20T19:40:00Z,UCG8rbF3g2AMX70yOd8vqIZg,SHE’S MOVING IN...,I’ve always wanted a step sister :) SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog ► https://youtu.be/kuXsYupuj14  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,81,youtube#video,IgQtd8u0UcQ,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-03-20,16757305
83,youtube#playlistItem,gwKm7Ovr7FlAiP8L6_-4Wt2tpcE,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLmt1WHNZdXB1ajE0,2020-03-18T18:32:17Z,UCG8rbF3g2AMX70yOd8vqIZg,THIS GIRL TOILET PAPERED MY HOUSE!,The virus is turning us against each other... SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog ► https://youtu.be/5OvXFSCmX2s  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,82,youtube#video,kuXsYupuj14,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-03-18,5730237
84,youtube#playlistItem,AzlW7aDUQq1reLJeBvXGOrtw4i8,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLjVPdlhGU0NtWDJz,2020-03-16T18:45:02Z,UCG8rbF3g2AMX70yOd8vqIZg,SHE DIDN’T SEE THIS COMING!,Stay safe out there. SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog  ► https://youtu.be/ovVfSyZXwJo  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,83,youtube#video,5OvXFSCmX2s,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-03-16,9771524
85,youtube#playlistItem,F0iXBWv_RMJ6jOeFXQNBLY09U5k,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLm92VmZTeVpYd0pv,2020-03-13T18:11:45Z,UCG8rbF3g2AMX70yOd8vqIZg,FINALLY MET HIS HOT NEW ROOMMATE!,"If you need me, I’ll be in the closet.  SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (Mike Got Sick) ► https://youtu.be/ySEOD9WjgOo  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs",Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,84,youtube#video,ovVfSyZXwJo,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-03-13,7930284
86,youtube#playlistItem,bcDWKF74Am7RQYwoPsnl93wJeuE,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLnlTRU9EOVdqZ09v,2020-03-11T17:56:46Z,UCG8rbF3g2AMX70yOd8vqIZg,Mike Got Sick.,We aren’t taking any chances.  SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (Knocked Out) ► https://youtu.be/SARjMdZfX7s  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,85,youtube#video,ySEOD9WjgOo,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-03-11,10695246
87,youtube#playlistItem,7t7L9UlgbH96dPRiXOH7PkjvzY8,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLlNBUmpNZFpmWDdz,2020-03-09T18:47:52Z,UCG8rbF3g2AMX70yOd8vqIZg,KNOCKED OUT BY PROFESSIONAL UFC FIGHTER!,Does this mean I’m 0-2?  SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog  ► https://youtu.be/B8_9Xc17RDw   ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,86,youtube#video,SARjMdZfX7s,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-03-09,9492229
88,youtube#playlistItem,0I7LDTW7KpPLNRc8PR6DWsd2XgE,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLlpvYWUxemtJZ0ln,2020-03-04T19:45:04Z,UCG8rbF3g2AMX70yOd8vqIZg,Goodbye Logan Paul,deuces SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (Pierced Nipple) ► https://youtu.be/MpUg4sDTZ5U  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,87,youtube#video,Zoae1zkIgIg,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-03-04,7195859
89,youtube#playlistItem,LM18YXMuwNy_kOvh_qmznCR6Gkk,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLk5jeHVzQmx1dFdV,2020-02-28T20:05:46Z,UCG8rbF3g2AMX70yOd8vqIZg,COLORBLIND KID TRIES TO SORT M&M’s!,If only I had those glasses...  SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (Evan’s Problem) ► https://youtu.be/XByXkfy4byw  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,88,youtube#video,NcxusBlutWU,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-02-28,10513668
90,youtube#playlistItem,GU1ltoSWG2SSKpxwNRB-fof7lb4,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLlhCeVhrZnk0Ynl3,2020-02-26T20:04:23Z,UCG8rbF3g2AMX70yOd8vqIZg,Addressing Evan’s Problem.,Enough is enough.  SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog  ► https://youtu.be/cmRMCfOeQSk  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,89,youtube#video,XByXkfy4byw,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-02-26,11038394
91,youtube#playlistItem,OEbHR44agir879FxYAUz_1qHbBw,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLlhhbG9aLWJhUUYw,2020-02-21T19:02:11Z,UCG8rbF3g2AMX70yOd8vqIZg,Visiting the Dog that Killed Maverick,"She’s a good dog... until she’s not SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog (Dating Tana Mongeau) ► https://youtu.be/yWUh2diPmo8  ⚠ WARNING ⚠ Please be warned; under no circumstances should any activities, stunts, or pranks in our content be replicated or attempted in any capacity by any of our viewers. All activities, stunts, and pranks are performed by trained professionals in a controlled environment and are for entertainment purposes only. Again, do not replicate anything you see in our content at home!  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs",Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,90,youtube#video,XaloZ-baQF0,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-02-21,11013918
92,youtube#playlistItem,s7pGoebl3pzmPWKS2zKx9-FeK8Y,VVVHOHJiRjNnMkFNWDcweU9kOHZxSVpnLnlXVWgyZGlQbW84,2020-02-19T19:04:37Z,UCG8rbF3g2AMX70yOd8vqIZg,Dating My Brother’s Ex-Wife...,History repeats itself... ? SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan  Watch Previous Vlog  ► https://youtu.be/CoQINw9mgdo  ADD ME ON: INSTAGRAM: https://www.instagram.com/LoganPaul/ TWITTER: https://twitter.com/LoganPaul  I’m a 24 year old manchild living in Los Angeles. This is my life. https://www.youtube.com/LoganPaulVlogs,Logan Paul,UUG8rbF3g2AMX70yOd8vqIZg,91,youtube#video,yWUh2diPmo8,Logan Paul,UCG8rbF3g2AMX70yOd8vqIZg,2020-02-19,9207682
